DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               MPVPosition               solenoid_valves           N2O_dry                   CO2_dry                   CH4_dry                   H2O                       NH3                       CHAMBER_TEMP              SOIL_TEMP                 CHAMBER_PRESSURE          SWITCH                    
2021-07-07                04:57:50.348              187.16516608              4491.963986               188.16516608              1625626670.349            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5499282304E-01          4.4315571847E+02          2.0064132580E+00          2.2655845715E-01          6.4647751372E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:51.141              187.16517525              4491.964206               188.16517525              1625626671.142            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5501092755E-01          4.4312445449E+02          2.0063732477E+00          2.2789000237E-01          6.3044218949E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:51.651              187.16518116              4491.964348               188.16518116              1625626671.652            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5348952013E-01          4.4310434580E+02          2.0063475216E+00          2.2874641602E-01          6.2011570977E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:52.196              187.16518745              4491.964499               188.16518745              1625626672.196            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5184997228E-01          4.4307305455E+02          2.0062871771E+00          2.2837363391E-01          5.7922147999E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:53.227              187.16519940              4491.964786               188.16519940              1625626673.228            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4874120606E-01          4.4322596680E+02          2.0061723502E+00          2.2766021271E-01          5.0164727308E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:54.036              187.16520875              4491.965010               188.16520875              1625626674.036            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4873602939E-01          4.4334568899E+02          2.0060824413E+00          2.2710166472E-01          4.4093262148E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:54.502              187.16521414              4491.965139               188.16521414              1625626674.502            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5009065455E-01          4.4341473720E+02          2.0060305843E+00          2.2677954057E-01          4.0592865194E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:55.642              187.16522735              4491.965456               188.16522735              1625626675.643            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5340735133E-01          4.4358380650E+02          2.0060686846E+00          2.2599086138E-01          3.2022142169E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:56.441              187.16523660              4491.965678               188.16523660              1625626676.442            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5340216109E-01          4.4370219436E+02          2.0060953724E+00          2.2543860296E-01          2.6018298697E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:56.948              187.16524247              4491.965819               188.16524247              1625626676.949            0                         963                       0.0000000000E+00          0.0000000000E+00          3.5017546352E-01          4.4377731195E+02          2.0061123172E+00          2.2508818217E-01          2.2205714990E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:57.489              187.16524872              4491.965969               188.16524872              1625626677.489            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4673567555E-01          4.4385651923E+02          2.0061276461E+00          2.2460985412E-01          2.5605382079E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:58.526              187.16526073              4491.966257               188.16526073              1625626678.527            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4012177913E-01          4.4372138309E+02          2.0061575887E+00          2.2369891084E-01          3.2139681315E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:59.329              187.16527002              4491.966481               188.16527002              1625626679.330            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4011051902E-01          4.4361685014E+02          2.0061807365E+00          2.2299423742E-01          3.7199205929E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:57:59.700              187.16527431              4491.966583               188.16527431              1625626679.700            0                         963                       0.0000000000E+00          0.0000000000E+00          3.4520184858E-01          4.4356869079E+02          2.0061913863E+00          2.2266955290E-01          3.9535056634E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                04:58:00.783              187.16528685              4491.966884               188.16528685              1625626680.784            0                         963                       0.0000000000E+00          0.0000000000E+00          3.6011772526E-01          4.4342760220E+02          2.0062619196E+00          2.2171835702E-01          4.6378465844E-01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
